nodo_id,cvegeo,ciudad,municipio,cve_mun,es_cabecera,conglomerado,nombre_conglomerado,metodo,peso,area_urbana_celda_km2,dist_centro_km,n_nodos_dentro,n_nodos_ciudad,calidad,region
4351,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.091393,11.5753,4.525,6,17,alta,Fronteriza
4363,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,dentro,0.089885,11.3843,7.206,6,17,alta,Fronteriza
4341,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.072247,9.1504,3.931,6,17,alta,Fronteriza
4362,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.066806,8.4612,8.034,6,17,alta,Fronteriza
4333,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.026976,3.4167,7.034,6,17,alta,Fronteriza
4328,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.025384,3.215,10.484,6,17,alta,Fronteriza
4327,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.024933,3.1579,11.07,6,17,alta,Fronteriza
4335,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.018344,2.3233,7.437,6,17,alta,Fronteriza
4350,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.007432,0.9413,8.01,6,17,alta,Fronteriza
4361,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.003406,0.4314,10.403,6,17,alta,Fronteriza
4340,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,0.002368,0.2999,7.691,6,17,alta,Fronteriza
4372,280270001,Nuevo Laredo,Nuevo Laredo,027,True,19,Nuevo Laredo,celda,8.8e-05,0.0111,11.622,6,17,alta,Fronteriza
115,280280001,Nuevo Morelos,Nuevo Morelos,028,True,0,Nuevo Morelos,celda,0.936211,2.1814,0.712,0,2,baja,Mante
151,280280001,Nuevo Morelos,Nuevo Morelos,028,True,0,Nuevo Morelos,celda,0.063789,0.1486,3.721,0,2,baja,Mante
3987,280330291,Nuevo Progreso,Río Bravo,033,False,55,Nuevo Progreso,celda,0.914246,3.6242,1.116,0,2,baja,Fronteriza
3986,280330291,Nuevo Progreso,Río Bravo,033,False,55,Nuevo Progreso,celda,0.085754,0.3399,2.872,0,2,baja,Fronteriza
490,280290001,Ocampo,Ocampo,029,True,2,Ocampo,dentro,1.0,4.7741,0.775,1,1,media,Mante
